"mlb_id","player_name","team","games","n_pitch","strikes_plus_minus","strikes_pm_per_pitch","strikes_pm_per_game","strikes_pm_per_100game"
575929,"Willson Contreras","CHC",116,8193,-9.89946150418837,-0.00120828286393121,-0.0845798004751844,-8.45798004751844
488771,"Jason Castro","HOU",51,3095,-4.5506699171674,-0.00147032953704924,-0.102923067593447,-10.2923067593447
656577,"Alex Jackson","ATL",43,2677,-6.73353447153931,-0.00251532852877823,-0.176072997014476,-17.6072997014476
656577,"Alex Jackson","ATL",43,2677,-6.73353447153931,-0.00251532852877823,-0.176072997014476,-17.6072997014476
605170,"Victor Caratini","SD",100,6595,-17.4054498280166,-0.00263918875330047,-0.184743212731033,-18.4743212731033
642336,"Francisco Mejia","TB",76,4476,-14.3705397293961,-0.00321057634705007,-0.224740344293505,-22.4740344293505
605421,"Michael Perez","TB",58,4446,-17.0157939913624,-0.00382721412311346,-0.267904988617942,-26.7904988617942
435559,"Kurt Suzuki","LAA",69,4987,-22.918287473236,-0.00459560607043031,-0.321692424930122,-32.1692424930122
662139,"Daulton Varsho","ARI",41,2797,-15.5336414609046,-0.00555367946403454,-0.388757562482418,-38.8757562482418
606988,"Grayson Greiner","DET",31,1921,-12.1605378705426,-0.00633031643443134,-0.443122150410194,-44.3122150410194
668670,"Jake Rogers","DET",36,2680,-17.1995797581621,-0.00641775364110528,-0.449242754877369,-44.9242754877369
668800,"Andrew Knizner","STL",57,3536,-25.2081362707831,-0.0071289978141355,-0.499029846989485,-49.9029846989485
606992,"Eric Haase","DET",66,4747,-35.3056801896018,-0.0074374721275757,-0.520623048930299,-52.0623048930299
488671,"Alex Avila","WAS",27,1919,-15.1675132005184,-0.00790386305394395,-0.553270413776077,-55.3270413776077
661388,"William Contreras","ATL",49,3521,-29.9492922451172,-0.00850590521020087,-0.595413364714061,-59.5413364714061
521692,"Salvador Perez","KC",124,9285,-83.2686995623517,-0.00896808826735075,-0.627766178714552,-62.7766178714552
467092,"Wilson Ramos","DET",34,2423,-22.7601992992277,-0.00939339632654877,-0.657537742858414,-65.7537742858414
600474,"Pedro Severino","BAL",108,7961,-76.3825708589866,-0.00959459500803751,-0.671621650562625,-67.1621650562625
620443,"Luis Torrens","SD",35,2378,-23.0012567734229,-0.00967252177183471,-0.67707652402843,-67.707652402843
641470,"Zack Collins","CHW",71,4471,-71.1831204987539,-0.0159210736968808,-1.11447515878165,-111.447515878165
642851,"Austin Wynns","BAL",44,3258,-52.3294862379262,-0.0160618435352751,-1.12432904746925,-112.432904746925
656180,"Riley Adams","WAS",33,2142,-36.8829527489142,-0.0172189321890356,-1.20532525323249,-120.532525323249
